,Date,Close
103,2014-10-21,194.070007
102,2014-10-20,190.300003
101,2014-10-17,188.470001
100,2014-10-16,186.270004
99,2014-10-15,186.429993
98,2014-10-14,187.699997
97,2014-10-13,187.41000400000001
96,2014-10-10,190.53999299999998
95,2014-10-09,192.740005
94,2014-10-08,196.639999
93,2014-10-07,193.259995
92,2014-10-06,196.28999299999998
91,2014-10-03,196.520004
90,2014-10-02,194.380005
89,2014-10-01,194.350006
88,2014-09-30,197.020004
87,2014-09-29,197.53999299999998
86,2014-09-26,197.899994
85,2014-09-25,196.33999599999999
84,2014-09-24,199.559998
83,2014-09-23,198.009995
82,2014-09-22,199.149994
81,2014-09-19,200.699997
80,2014-09-18,201.820007
79,2014-09-17,200.75
78,2014-09-16,200.479996
77,2014-09-15,198.979996
76,2014-09-12,199.130005
75,2014-09-11,200.300003
74,2014-09-10,200.070007
73,2014-09-09,199.320007
72,2014-09-08,200.58999599999999
71,2014-09-05,201.110001
70,2014-09-04,200.21000700000002
69,2014-09-03,200.5
68,2014-09-02,200.610001
67,2014-08-29,200.71000700000002
66,2014-08-28,200.139999
65,2014-08-27,200.25
64,2014-08-26,200.330002
63,2014-08-25,200.199997
62,2014-08-22,199.190002
61,2014-08-21,199.5
60,2014-08-20,198.919998
59,2014-08-19,198.389999
58,2014-08-18,197.360001
57,2014-08-15,195.720001
56,2014-08-14,195.759995
55,2014-08-13,194.83999599999999
54,2014-08-12,193.529999
53,2014-08-11,193.800003
52,2014-08-08,193.240005
51,2014-08-07,191.029999
50,2014-08-06,192.070007
49,2014-08-05,192.009995
48,2014-08-04,193.889999
47,2014-08-01,192.5
46,2014-07-31,193.08999599999999
45,2014-07-30,196.979996
44,2014-07-29,196.949997
43,2014-07-28,197.800003
42,2014-07-25,197.720001
41,2014-07-24,198.649994
40,2014-07-23,198.639999
39,2014-07-22,198.199997
38,2014-07-21,197.33999599999999
37,2014-07-18,197.71000700000002
36,2014-07-17,195.71000700000002
35,2014-07-16,197.96000700000002
34,2014-07-15,197.229996
33,2014-07-14,197.600006
32,2014-07-11,196.610001
31,2014-07-10,196.33999599999999
30,2014-07-09,197.119995
29,2014-07-08,196.240005
28,2014-07-07,197.509995
27,2014-07-03,198.199997
26,2014-07-02,197.229996
25,2014-07-01,197.029999
24,2014-06-30,195.720001
23,2014-06-27,195.820007
22,2014-06-26,195.440002
21,2014-06-25,195.580002
20,2014-06-24,194.699997
19,2014-06-23,195.880005
18,2014-06-20,195.940002
17,2014-06-19,196.479996
16,2014-06-18,196.259995
15,2014-06-17,194.830002
14,2014-06-16,194.28999299999998
13,2014-06-13,194.130005
12,2014-06-12,193.53999299999998
11,2014-06-11,194.919998
10,2014-06-10,195.600006
9,2014-06-09,195.580002
8,2014-06-06,195.380005
7,2014-06-05,194.449997
6,2014-06-04,193.190002
5,2014-06-03,192.800003
4,2014-06-02,192.899994
3,2014-05-30,192.679993
2,2014-05-29,192.369995
1,2014-05-28,191.380005
0,2014-05-27,191.520004
